Date,Open,High,Low,Close,Adj Close,Volume
2014-08-22,3548.95,3608.0,3548.0,3601.0,162.045,606880
2014-08-25,3599.0,3635.7,3562.05,3627.8,163.251,524794
2014-08-26,3622.0,3640.0,3600.0,3624.15,163.08675,730266
2014-08-27,3630.0,3650.0,3601.1,3630.55,163.37475,696234
2014-08-28,3629.0,3633.65,3581.2,3598.8,161.946,949913
2014-09-01,3610.05,3618.9,3585.0,3599.65,161.98425,455394
2014-09-02,3600.0,3625.0,3555.55,3613.75,162.61875,447979
2014-09-03,3610.0,3746.4,3610.0,3734.25,168.04125,1482195
2014-09-04,3725.0,3725.0,3697.85,3708.75,166.89374999999998,779808
2014-09-05,3732.0,3795.0,3705.35,3730.75,167.88375,808544
2014-09-08,3732.7,3790.5,3732.7,3781.65,170.17425,814662
2014-09-09,3748.0,3755.45,3720.0,3736.05,168.12225,539600
2014-09-10,3708.0,3708.0,3660.0,3667.3,165.0285,635094
2014-09-11,3674.0,3699.7,3630.6,3684.15,165.78675,626629
2014-09-12,3688.0,3708.0,3650.0,3669.9,165.1455,488444
2014-09-15,3665.0,3668.0,3627.3,3641.3,163.8585,619850
2014-09-16,3646.0,3690.5,3623.6,3651.25,164.30625,629363
2014-09-17,3679.9,3748.1,3671.1,3741.05,168.34725,990765
2014-09-18,3673.95,3729.7,3654.45,3697.0,166.36499999999998,1138097
2014-09-19,3699.0,3787.9,3681.3,3702.05,166.59225,1844377
2014-09-22,3680.0,3682.75,3632.0,3650.6,164.277,1076505
2014-09-23,3645.0,3683.45,3595.55,3607.1,162.31949999999998,1620288
2014-09-24,3630.0,3672.25,3598.25,3644.8,164.016,695570
2014-09-25,3650.0,3718.8,3646.0,3691.0,166.095,3121939
2014-09-26,3685.0,3720.25,3660.5,3680.15,165.60675,1108105
2014-09-29,3701.0,3760.95,3681.1,3749.05,168.70725000000002,624518
2014-09-30,3744.2,3756.3,3701.1,3747.75,168.64875,865921
2014-10-01,3722.0,3859.95,3722.0,3847.3,173.1285,1183858
2014-10-07,3769.3,3892.95,3769.3,3831.3,172.4085,2507932
2014-10-08,3785.0,3792.0,3641.0,3650.15,164.25675,2540960
2014-10-09,3700.0,3714.0,3625.9,3646.8,164.106,1554104
2014-10-10,3660.0,3908.0,3572.7,3888.65,174.98925,5736632
2014-10-13,3889.3,3985.0,3889.3,3942.55,177.41475,2215873
2014-10-14,3965.0,3965.0,3900.0,3918.3,176.3235,857564
2014-10-16,3900.1,3938.3,3854.35,3865.3,173.9385,1252174
2014-10-17,3864.9,3922.8,3837.1,3851.65,173.32425,1023752
2014-10-20,3853.0,3862.55,3802.1,3812.35,171.55575,962840
2014-10-21,3849.9,3849.9,3710.0,3772.95,169.78275,3260173
2014-10-22,3809.3,3811.9,3776.2,3796.05,170.82225,669165
2014-10-23,3804.85,3813.45,3797.15,3805.05,171.22725,81303
2014-10-27,3850.0,3850.0,3782.2,3803.05,171.13725,595969
2014-10-28,3765.0,3812.35,3765.0,3788.25,170.47125,833296
2014-10-29,3812.95,3892.7,3812.95,3881.45,174.66525,1028667
2014-10-30,3896.0,3981.25,3896.0,3946.55,177.59475,1905651
2014-10-31,3987.05,4066.0,3987.05,4051.25,182.30625,1083850
2014-11-03,4076.9,4110.0,4032.45,4085.9,183.8655,1072301
2014-11-05,4085.0,4154.0,4057.0,4124.8,185.616,1280135
2014-11-07,4118.3,4183.0,4118.3,4166.6,187.497,1246300
2014-11-10,4175.05,4181.1,4140.0,4165.5,187.4475,699271
2014-11-11,4165.0,4165.0,4103.8,4125.2,185.634,781886
2014-11-12,4121.0,4150.7,4097.1,4106.0,184.76999999999998,674112
2014-11-13,4122.0,4201.05,4112.4,4178.6,188.037,619585
2014-11-14,4194.0,4211.45,4174.0,4191.65,188.62425,654147
2014-11-17,4185.0,4227.9,4148.1,4218.45,189.83024999999998,682273
2014-11-18,4225.0,4227.8,4172.1,4182.35,188.20575000000002,658390
2014-11-19,4180.0,4189.95,4139.75,4173.35,187.80075000000002,650140
2014-11-20,4190.0,4232.5,4183.85,4225.6,190.15200000000002,668491
2014-11-21,4170.0,4179.0,4101.6,4146.15,186.57674999999998,1307909
2014-11-24,4200.0,4281.65,4191.95,4275.1,192.3795,1380930
2014-11-25,4295.0,4319.95,4246.0,4303.2,193.64399999999998,1860822
2014-11-26,4300.0,4317.7,4271.6,4300.45,193.52024999999998,991350
2014-11-27,4321.9,4376.4,4312.0,4365.9,196.46549999999996,2173629
2014-11-28,4370.1,4398.0,4343.4,4359.85,196.19325,1793408
2014-12-01,4387.0,4402.2,4292.6,4349.85,195.74325000000002,2292733
2014-12-02,2164.95,2164.95,2115.0,2126.6,95.69699999999999,2663748
2014-12-03,2101.5,2132.95,2084.55,2123.5,95.55749999999999,3193761
2014-12-04,2110.0,2144.9,2095.0,2101.8,94.581,2349807
2014-12-05,2115.0,2116.6,2059.8,2070.3,93.1635,1839690
2014-12-08,2009.0,2019.0,1957.75,1970.15,88.65675,41580102
2014-12-09,1982.75,1986.0,1952.45,1964.8,88.416,2512615
2014-12-10,1966.0,1985.0,1959.1,1963.75,88.36874999999999,1951178
2014-12-11,1951.0,1953.95,1915.0,1921.05,86.44725,2071483
2014-12-12,1939.05,1960.4,1918.1,1938.65,87.23925,3643125
2014-12-15,1904.95,1957.25,1904.9,1924.8,86.616,3241571
2014-12-16,1925.7,1951.6,1925.7,1938.0,87.21,4448189
2014-12-17,1936.0,1955.5,1896.3,1938.5,87.2325,4462944
2014-12-18,1954.0,1981.8,1944.75,1965.9,88.4655,4987495
2014-12-19,1997.6,2008.0,1986.0,1998.65,89.93925,3573658
2014-12-22,2006.0,2010.1,1975.35,1999.6,89.982,2616276
2014-12-23,2000.85,2021.9,1963.6,1971.65,88.72425,2049238
2014-12-24,1976.0,1987.0,1915.05,1930.55,86.87474999999999,6834872
2014-12-26,1945.1,1960.7,1930.95,1952.25,87.85125,567187
2014-12-29,1956.05,1972.8,1952.5,1957.8,88.101,698169
2014-12-30,1962.25,1975.0,1956.8,1966.35,88.48575,1160138
2014-12-31,1955.0,1978.95,1950.0,1972.55,88.76474999999999,1742202
2015-01-01,1968.95,1982.0,1956.9,1974.4,88.848,500691
2015-01-02,1972.0,2019.05,1972.0,2013.2,90.594,1694580
2015-01-05,2009.9,2030.0,1977.5,1995.9,89.8155,2484256
2015-01-06,1980.0,1985.0,1934.1,1954.2,87.939,2416829
2015-01-07,1965.0,1974.75,1950.0,1963.55,88.35974999999999,1812479
2015-01-08,1985.6,1997.0,1950.0,1973.45,88.80525,3391230
2015-01-09,1980.1,2109.0,1913.05,2074.45,93.35024999999999,11215832
2015-01-12,2092.0,2119.2,2075.0,2115.95,95.21775,3189722
2015-01-13,2107.8,2107.8,2075.0,2088.9,94.0005,2200309
2015-01-14,2098.5,2133.0,2092.6,2128.65,95.78925,2480315
2015-01-15,2135.2,2152.8,2112.25,2134.25,96.04124999999999,2085613
2015-01-16,2148.0,2160.0,2112.0,2118.3,95.32350000000001,1672740
2015-01-19,2120.0,2132.35,2094.6,2102.5,94.6125,1021936
2015-01-20,2107.0,2133.0,2101.45,2124.2,95.58899999999998,1701126
2015-01-21,2131.5,2175.95,2118.0,2169.9,97.6455,2123727
2015-01-22,2174.8,2203.0,2161.3,2196.45,98.84024999999998,2489599
2015-01-23,2200.0,2225.0,2165.1,2215.05,99.67725,2371582
2015-01-27,2221.0,2221.0,2130.1,2136.5,96.1425,3434992
2015-01-28,2150.0,2154.8,2130.3,2144.55,96.50475,3283589
2015-01-29,2145.0,2149.9,2127.6,2145.5,96.5475,3842356
2015-01-30,2161.5,2162.55,2126.95,2141.9,96.38550000000001,2708436
2015-02-02,2141.5,2152.0,2126.05,2136.85,96.15825,2175635
2015-02-03,2136.85,2139.95,2102.0,2120.9,95.4405,1316489
2015-02-04,2139.9,2150.0,2126.4,2142.85,96.42824999999999,1290004
2015-02-05,2150.8,2220.0,2148.0,2193.8,98.721,2968984
2015-02-06,2205.0,2247.8,2188.5,2230.5,100.3725,1863432
2015-02-09,2200.0,2254.0,2200.0,2248.9,101.2005,1634217
2015-02-10,2243.0,2298.0,2241.0,2278.3,102.5235,2129230
2015-02-11,2280.5,2293.2,2256.25,2284.85,102.81824999999999,1449243
2015-02-12,2283.0,2321.95,2273.0,2311.2,104.00399999999999,1571884
2015-02-13,2299.6,2326.7,2286.0,2296.1,103.32449999999999,1414379
2015-02-16,2280.3,2306.9,2265.25,2278.75,102.54375,1561069
2015-02-18,2290.55,2304.95,2258.15,2296.5,103.3425,2153441
2015-02-19,2294.0,2334.0,2292.05,2324.7,104.61149999999999,2418406
2015-02-20,2328.5,2336.0,2276.9,2283.1,102.73949999999999,1742907
2015-02-23,2300.0,2309.2,2248.1,2265.6,101.952,1272622
2015-02-24,2279.0,2295.95,2257.6,2272.8,102.27600000000001,1609419
2015-02-25,2288.9,2334.8,2280.0,2317.6,104.29199999999999,1511243
2015-02-26,2307.5,2309.0,2245.4,2258.1,101.61449999999999,1611444
2015-02-27,2274.9,2280.65,2251.5,2265.75,101.95875,1950269
2015-02-28,2274.75,2307.9,2256.2,2296.45,103.34024999999998,799334
2015-03-02,2303.0,2308.5,2278.05,2291.7,103.1265,1760248
2015-03-03,2290.0,2302.95,2278.3,2297.85,103.40324999999999,1226388
2015-03-04,2300.0,2313.9,2251.9,2274.65,102.35925,1093807
2015-03-05,2267.05,2298.75,2233.35,2247.6,101.142,1421229
2015-03-09,2259.0,2259.0,2179.0,2190.05,98.55225,1996180
2015-03-10,2198.1,2206.95,2160.2,2198.0,98.91,1582479
2015-03-11,2194.1,2240.0,2169.1,2182.2,98.19899999999998,1695228
2015-03-12,2179.0,2226.45,2177.0,2218.3,99.82350000000001,1422141
2015-03-13,2225.0,2230.0,2192.4,2220.4,99.918,1544921
2015-03-16,2210.55,2282.0,2210.55,2266.65,101.99925,1704658
2015-03-17,2266.65,2279.5,2217.25,2240.5,100.82249999999999,1384828
2015-03-18,2254.5,2262.85,2222.55,2229.5,100.3275,1226391
2015-03-19,2234.6,2249.0,2222.75,2230.45,100.37024999999998,1722935
2015-03-20,2241.0,2268.9,2232.95,2257.45,101.58524999999999,1607724
2015-03-23,2253.0,2275.0,2225.5,2233.45,100.50524999999999,1269675
2015-03-24,2234.9,2253.4,2206.0,2211.45,99.51525,1684133
2015-03-25,2222.9,2229.15,2200.75,2219.1,99.8595,1542742
2015-03-26,2208.0,2214.9,2132.0,2146.35,96.58574999999999,3935210
2015-03-27,2164.0,2224.7,2163.0,2202.15,99.09675,2518555
2015-03-30,2205.6,2240.0,2194.9,2228.0,100.25999999999999,1155772
2015-03-31,2245.0,2273.65,2204.35,2218.35,99.82575,2004103
2015-04-01,2198.9,2199.5,2157.7,2173.95,97.82775,1684622
2015-04-06,2179.0,2184.7,2160.4,2178.2,98.01899999999999,1935438
2015-04-07,2175.0,2182.8,2138.0,2159.5,97.1775,2135567
2015-04-08,2182.5,2204.9,2173.05,2200.55,99.02475000000001,2546394
2015-04-09,2211.4,2218.9,2184.4,2215.0,99.675,2645387
2015-04-10,2210.2,2238.0,2210.2,2233.95,100.52774999999998,1780944
2015-04-13,2238.0,2244.0,2216.1,2238.8,100.74600000000001,1218084
2015-04-15,2236.5,2245.0,2195.05,2213.7,99.61649999999999,1559446
2015-04-16,2222.0,2231.0,2160.5,2194.65,98.75925,2251953
2015-04-17,2180.05,2194.95,2153.45,2179.25,98.06625,1612579
2015-04-20,2176.0,2180.0,2115.15,2132.15,95.94675,3206346
2015-04-21,2148.0,2155.1,2120.1,2142.6,96.41699999999999,2220412
2015-04-22,2151.05,2155.0,2097.95,2137.7,96.19649999999999,3087746
2015-04-23,2148.7,2150.0,2112.0,2122.0,95.49,2972950
2015-04-24,2136.1,2136.1,2136.1,2136.1,96.1245,632000
2015-04-24,2135.9,2150.2,1980.0,1995.2,89.78399999999999,10891363
2015-04-27,2000.0,2002.0,1948.1,1984.65,89.30925,4955660
2015-04-28,1982.0,1982.0,1952.0,1960.9,88.2405,2598375
2015-04-29,1960.9,1972.0,1937.95,1961.15,88.25175,2072264
2015-04-30,1960.0,1965.0,1932.3,1942.25,87.40124999999999,3283565
2015-05-04,1959.5,2000.0,1949.9,1993.1,89.6895,3340398
2015-05-05,2000.0,2003.7,1952.05,1962.75,88.32374999999999,2352129
2015-05-06,1975.0,1975.0,1915.3,1922.05,86.49225,2627102
2015-05-07,1922.0,1967.1,1910.0,1944.0,87.47999999999999,1694996
2015-05-08,1958.0,1967.55,1945.25,1957.95,88.10775,1444419
2015-05-11,1965.0,2000.0,1952.2,1993.65,89.71425,1196378
2015-05-12,1993.65,1994.6,1942.0,1947.1,87.61949999999999,2071223
2015-05-13,1951.75,1964.9,1928.5,1956.7,88.0515,1774771
2015-05-14,1960.0,1960.8,1908.0,1934.8,87.06599999999999,1558461
2015-05-15,1935.0,1966.6,1932.3,1961.75,88.27875,1297336
2015-05-18,1970.0,1998.9,1961.6,1993.05,89.68724999999999,1617494
2015-05-19,1987.3,2035.7,1986.0,2022.35,91.00574999999999,2568019
2015-05-20,2040.0,2052.0,2033.6,2047.3,92.12849999999999,1470547
2015-05-21,2048.9,2061.9,2037.25,2048.45,92.18024999999999,2514828
2015-05-22,2044.0,2051.55,2030.1,2046.45,92.09025,1722206
2015-05-25,2050.5,2056.55,2007.05,2016.8,90.756,1168952
2015-05-26,2020.0,2031.45,2002.15,2007.3,90.32849999999999,991260
2015-05-27,2007.0,2009.0,1955.0,1968.5,88.5825,2113677
2015-05-28,1975.2,2032.0,1975.2,2016.6,90.74699999999999,2745135
2015-05-29,2004.85,2056.45,2001.0,2023.15,91.04175000000001,4748261
2015-06-01,2032.8,2064.0,2023.25,2047.8,92.151,1431223
2015-06-02,2048.1,2055.1,2005.0,2008.65,90.38925,1168285
2015-06-03,2018.2,2039.45,2008.0,2020.9,90.9405,1373949
2015-06-04,2030.0,2055.0,2012.6,2028.05,91.26225,1872366
2015-06-05,2030.0,2044.0,2008.15,2011.65,90.52425,1531447
2015-06-08,2020.0,2024.65,1987.0,2000.05,90.00224999999999,1535262
2015-06-09,2003.75,2007.65,1983.0,1992.1,89.6445,1890435
2015-06-10,1990.0,2039.35,1985.0,2026.5,91.1925,1596460
2015-06-11,2035.95,2044.75,1995.05,1997.65,89.89425,2307366
2015-06-12,2005.0,2025.55,1955.5,1975.05,88.87724999999999,2463231
2015-06-15,976.95,998.8,968.0,990.45,44.57025,2618213
2015-06-16,994.35,1003.0,985.0,999.35,44.97075,2611722
2015-06-17,1011.0,1021.0,992.2,995.7,44.8065,3206034
2015-06-18,1005.6,1007.95,995.8,1001.95,45.08775,1737213
2015-06-19,1010.3,1010.4,993.1,995.35,44.79075,3335229
2015-06-22,1004.9,1028.75,997.0,1023.85,46.07325,2855434
2015-06-23,1025.0,1027.4,998.15,1000.4,45.018,3476058
2015-06-24,1015.0,1015.0,991.2,995.1,44.7795,3536847
2015-06-25,999.2,1003.5,987.65,990.45,44.57025,3558733
2015-06-26,999.0,1011.6,998.1,1005.25,45.23625,2660142
2015-06-29,987.0,999.5,982.5,990.15,44.556749999999994,2845334
2015-06-30,990.0,993.45,980.0,984.35,44.29575,3106265
2015-07-01,989.0,1005.0,986.0,997.4,44.882999999999996,3440426
2015-07-02,999.0,1001.4,985.05,988.0,44.46,2003784
2015-07-03,988.0,993.0,982.0,990.3,44.5635,1347653
2015-07-06,985.0,988.0,975.0,983.3,44.24849999999999,2152801
2015-07-07,985.0,990.0,979.0,980.5,44.122499999999995,1748709
2015-07-08,979.0,979.0,954.8,957.5,43.0875,3512089
2015-07-09,957.5,966.0,934.05,938.0,42.21,4293886
2015-07-10,948.1,952.1,932.65,937.5,42.1875,3705761
2015-07-13,941.0,955.0,934.05,950.15,42.75675,3265884
2015-07-14,955.0,973.5,945.5,971.25,43.70625,2683537
2015-07-15,970.0,985.95,968.0,984.0,44.28,2064783
2015-07-16,987.7,991.5,979.5,989.05,44.50725,1736469
2015-07-17,991.0,1004.5,989.1,1001.85,45.08325,1723989
2015-07-20,1001.4,1010.8,987.4,1001.25,45.05625,2188590
2015-07-21,1035.0,1149.0,1035.0,1112.65,50.069250000000004,19155056
2015-07-22,1105.0,1112.0,1076.65,1103.15,49.64175,6332830
2015-07-23,1103.95,1117.0,1090.0,1098.0,49.41,3855374
2015-07-24,1095.55,1106.45,1083.1,1087.6,48.94199999999999,2240151
2015-07-27,1086.9,1087.95,1060.45,1065.3,47.9385,3376122
2015-07-28,1068.5,1076.0,1054.25,1062.85,47.82825,4238301
2015-07-29,1074.0,1092.0,1065.0,1085.4,48.843,3535667
2015-07-30,1090.0,1090.0,1058.0,1070.0,48.15,5978299
2015-07-31,1078.55,1081.35,1060.0,1077.05,48.46724999999999,3965506
2015-08-03,1078.0,1092.0,1068.95,1078.95,48.55275,3980506
2015-08-04,1078.0,1078.95,1051.0,1057.25,47.57625,4549527
2015-08-05,1062.0,1090.0,1061.95,1086.35,48.885749999999994,2376738
2015-08-06,1094.0,1105.5,1077.0,1086.95,48.91275,3619126
2015-08-07,1079.5,1101.0,1078.5,1095.6,49.30199999999999,2494029
2015-08-10,1098.0,1106.35,1067.0,1086.0,48.87,1996377
2015-08-11,1098.8,1116.9,1095.7,1109.15,49.911750000000005,3787203
2015-08-12,1115.0,1149.0,1111.0,1144.4,51.498000000000005,5084220
2015-08-13,1147.0,1166.85,1055.55,1158.0,52.11,4893980
2015-08-14,1165.0,1168.7,1143.1,1149.25,51.716249999999995,2554533
2015-08-17,1150.0,1153.45,1122.5,1142.15,51.396750000000004,1553718
2015-08-18,1150.0,1177.7,1150.0,1164.35,52.39574999999999,2075223
2015-08-19,1170.0,1186.2,1162.8,1175.55,52.89975,3434759
2015-08-20,1159.0,1168.5,1128.0,1134.55,51.05475,4184557
2015-08-21,1140.9,1160.95,1117.5,1149.9,51.7455,5411071
2015-08-24,1109.95,1123.0,1078.6,1092.05,49.14225,7061342
2015-08-25,1100.0,1119.0,1044.5,1085.65,48.85425,6867539
2015-08-26,1089.8,1097.0,1059.0,1064.6,47.907,5749106
2015-08-27,1088.0,1100.1,1078.05,1082.8,48.726,7671696
2015-08-28,1101.6,1124.9,1101.6,1111.05,49.997249999999994,3604410
2015-08-31,1134.85,1134.85,1082.5,1094.4,49.248000000000005,4958532
2015-09-01,1090.0,1114.6,1082.0,1089.0,49.004999999999995,4535775
2015-09-02,1098.0,1115.0,1090.0,1099.45,49.47525,5585915
2015-09-03,1110.15,1112.0,1092.5,1099.35,49.470749999999995,4295268
2015-09-04,1103.0,1111.0,1067.0,1073.95,48.32775,3659444
2015-09-07,1084.95,1085.0,1055.0,1058.75,47.64375,2590494
2015-09-08,1062.0,1074.0,1052.3,1058.8,47.645999999999994,2729748
2015-09-09,1087.1,1099.6,1072.0,1088.7,48.9915,4574332
2015-09-10,1084.9,1091.5,1061.0,1080.45,48.62025,4181502
2015-09-11,1091.55,1106.4,1085.5,1090.75,49.083749999999995,4941905
2015-09-14,1099.0,1104.0,1082.65,1099.75,49.488749999999996,3278538
2015-09-15,1099.4,1103.2,1088.15,1099.2,49.464,2645943
2015-09-16,1108.0,1109.75,1098.3,1101.65,49.57425,3739120
2015-09-18,1111.8,1117.9,1099.05,1104.45,49.70025,5788438
2015-09-21,1100.0,1108.85,1092.5,1104.65,49.709250000000004,2175617
2015-09-22,1115.0,1135.95,1101.1,1107.45,49.83525,4813493
2015-09-23,1107.45,1126.35,1097.45,1116.25,50.231249999999996,2379127
2015-09-24,1113.5,1152.7,1110.0,1140.55,51.324749999999995,6699631
2015-09-28,1139.95,1142.85,1101.0,1105.55,49.74975,4894232
2015-09-29,1102.0,1133.4,1097.5,1121.85,50.48324999999999,4349685
2015-09-30,1134.4,1168.95,1125.95,1161.95,52.28775,4747846
2015-10-01,1169.9,1197.75,1160.0,1173.05,52.78724999999999,5432197
2015-10-05,1173.0,1189.35,1162.0,1181.75,53.17875,3440880
2015-10-06,1187.05,1192.55,1148.1,1154.6,51.956999999999994,4355940
2015-10-07,1156.0,1168.75,1128.45,1133.2,50.994,4591244
2015-10-08,1136.4,1149.6,1126.05,1132.15,50.94675,4540437
2015-10-09,1136.0,1172.9,1136.0,1167.4,52.533,5891069
2015-10-12,1199.0,1219.8,1109.0,1122.9,50.5305,15202485
2015-10-13,1107.45,1111.0,1085.2,1099.4,49.473,7663431
2015-10-14,1091.45,1115.55,1087.2,1097.6,49.391999999999996,4432755
2015-10-15,1099.9,1104.35,1089.1,1097.35,49.38074999999999,4127833
2015-10-16,1099.0,1101.4,1090.0,1094.9,49.270500000000006,3209496
2015-10-19,1102.0,1116.0,1100.5,1111.95,50.03775,3673747
2015-10-20,1113.0,1130.0,1110.6,1125.95,50.66775,4394155
2015-10-21,1125.0,1146.85,1125.0,1138.4,51.228,3639049
2015-10-23,1141.8,1153.0,1125.1,1149.9,51.7455,3016681
2015-10-26,1154.0,1158.5,1143.15,1152.15,51.84675,1597971
2015-10-27,1150.0,1155.0,1144.1,1149.4,51.723,2631874
2015-10-28,1144.5,1158.0,1139.0,1153.2,51.894,2627736
2015-10-29,1153.1,1155.9,1136.05,1145.05,51.527249999999995,2943662
2015-10-30,1145.0,1145.0,1130.0,1135.45,51.09525,2022338
2015-11-02,1130.0,1135.8,1114.1,1131.2,50.904,1772494
2015-11-03,1133.4,1150.45,1133.4,1145.5,51.5475,1807341
2015-11-04,1150.1,1157.6,1132.3,1136.8,51.156,1602786
2015-11-05,1142.95,1145.0,1119.4,1122.9,50.5305,1172653
2015-11-06,1123.0,1143.9,1122.9,1138.3,51.223499999999994,1513086
2015-11-09,1120.0,1140.0,1115.2,1134.6,51.056999999999995,3062838
2015-11-10,1127.5,1127.5,1100.1,1103.85,49.673249999999996,2340026
2015-11-11,1118.0,1118.0,1103.0,1107.6,49.84199999999999,353652
2015-11-13,1099.95,1106.0,1090.0,1100.8,49.535999999999994,1760434
2015-11-16,1083.65,1094.0,1067.2,1080.2,48.609,3404167
2015-11-17,1080.0,1082.9,1052.0,1061.5,47.7675,3592053
2015-11-18,1041.0,1045.15,1011.25,1020.0,45.9,5062626
2015-11-19,1030.25,1052.0,1023.8,1047.8,47.150999999999996,4269811
2015-11-20,1048.0,1063.2,1042.05,1052.4,47.358000000000004,3041489
2015-11-23,1050.0,1062.4,1038.0,1053.7,47.4165,2808175
2015-11-24,1050.0,1050.8,1037.0,1041.15,46.85175,2162901
2015-11-26,1040.95,1059.5,1040.05,1052.4,47.358000000000004,4926984
2015-11-27,1058.0,1070.0,1045.0,1066.35,47.985749999999996,2571239
2015-11-30,1070.0,1098.3,1056.2,1087.9,48.9555,9052767
2015-12-01,1088.0,1095.0,1072.95,1079.0,48.555,2949275
2015-12-02,1079.95,1079.95,1059.0,1060.7,47.7315,3198808
2015-12-03,1061.0,1064.8,1049.05,1057.75,47.598749999999995,2752363
2015-12-04,1049.0,1064.9,1040.1,1049.05,47.207249999999995,4187765
2015-12-07,1055.3,1059.0,1040.0,1046.25,47.08125,2256935
2015-12-08,1045.05,1062.75,1039.3,1044.4,46.998000000000005,2862186
2015-12-09,1043.0,1046.95,1022.55,1028.2,46.269,3409127
2015-12-10,1036.6,1051.6,1030.3,1047.35,47.13074999999999,2793873
2015-12-11,1054.0,1061.9,1045.9,1052.8,47.376,2695099
2015-12-14,1049.5,1073.15,1048.05,1069.5,48.1275,2408336
2015-12-15,1073.25,1079.1,1058.8,1077.55,48.489749999999994,2715904
2015-12-16,1083.4,1098.0,1083.4,1095.85,49.31325,2747926
2015-12-17,1100.0,1109.8,1088.0,1107.1,49.81949999999999,2479391
2015-12-18,1103.4,1103.4,1079.45,1083.15,48.74175,3609910
2015-12-21,1077.0,1107.4,1065.95,1103.45,49.65525,2165506
2015-12-22,1097.45,1097.45,1080.1,1083.75,48.76875,2054627
2015-12-23,1095.05,1102.5,1087.05,1100.85,49.53824999999999,1435464
2015-12-24,1102.05,1104.45,1090.1,1096.35,49.33575,615027
2015-12-28,1090.0,1110.0,1090.0,1104.75,49.71375,2763476
2015-12-29,1101.25,1110.0,1097.3,1104.7,49.7115,1672531
2015-12-30,1101.1,1106.6,1083.0,1086.3,48.8835,2576985
2015-12-31,1090.15,1109.95,1087.0,1105.4,49.743,3971969
2016-01-01,1100.0,1108.95,1093.2,1105.25,49.73625,903275
2016-01-04,1099.95,1102.45,1076.05,1078.9,48.5505,1987681
2016-01-05,1085.5,1085.5,1062.25,1074.05,48.332249999999995,2474893
2016-01-06,1074.65,1074.65,1058.9,1069.35,48.120749999999994,2794164
2016-01-07,1060.05,1067.9,1047.9,1050.8,47.285999999999994,2647044
2016-01-08,1061.5,1067.4,1055.5,1063.3,47.848499999999994,1578358
2016-01-11,1056.3,1069.95,1052.1,1055.7,47.5065,2680311
2016-01-12,1062.0,1062.95,1030.85,1049.95,47.24775,3282606
2016-01-13,1057.0,1091.0,1048.1,1083.4,48.753,4375647
2016-01-14,1066.0,1155.0,1054.35,1133.0,50.985,15113503
2016-01-15,1148.0,1164.0,1137.55,1139.9,51.295500000000004,6518307
2016-01-18,1139.9,1162.1,1128.35,1131.9,50.935500000000005,5033306
2016-01-19,1135.0,1158.95,1128.55,1139.65,51.28425,3750218
2016-01-20,1134.0,1160.0,1117.0,1121.25,50.45625,3753999
2016-01-21,1135.0,1142.5,1122.0,1137.05,51.167249999999996,3371500
2016-01-22,1148.1,1152.5,1131.0,1136.25,51.13125,3218009
2016-01-25,1140.25,1146.85,1124.55,1137.65,51.194250000000004,2289631
2016-01-27,1146.45,1149.6,1135.0,1138.5,51.232499999999995,3485981
2016-01-28,1136.0,1142.6,1126.2,1129.6,50.831999999999994,3894299
2016-01-29,1138.0,1170.0,1131.6,1164.9,52.420500000000004,5116054
2016-02-01,1170.0,1179.9,1161.6,1173.35,52.800749999999994,2125563
2016-02-02,1176.85,1190.0,1164.0,1175.55,52.89975,3816351
2016-02-03,1167.8,1175.9,1152.75,1157.7,52.0965,2622983
2016-02-04,1160.05,1194.95,1160.05,1179.75,53.08875,2774673
2016-02-05,1175.5,1186.65,1171.85,1174.7,52.8615,1992112
2016-02-08,1163.75,1172.2,1143.8,1150.8,51.785999999999994,2110522
2016-02-09,1128.3,1128.3,1093.5,1107.65,49.84425,3789786
2016-02-10,1108.0,1127.5,1105.0,1108.55,49.88475,2933027
2016-02-11,1111.0,1113.0,1071.15,1078.65,48.53925,2607189
2016-02-12,1094.7,1104.4,1067.0,1084.65,48.809250000000006,3704048
2016-02-15,1096.25,1100.2,1086.6,1091.75,49.12875,2546739
2016-02-16,1087.0,1092.75,1073.7,1079.15,48.56175,2562724
2016-02-17,1081.75,1103.0,1077.0,1097.85,49.40324999999999,2082299
2016-02-18,1100.0,1127.0,1100.0,1123.4,50.553000000000004,2094536
2016-02-19,1119.2,1134.2,1113.85,1127.25,50.72625,1987009
2016-02-22,1131.0,1133.95,1114.05,1126.65,50.69925,1928505
2016-02-23,1130.25,1132.5,1116.05,1123.9,50.575500000000005,1250980
2016-02-24,1119.5,1143.75,1118.35,1125.35,50.64075,2475357
2016-02-25,1125.4,1130.6,1101.1,1110.3,49.963499999999996,2242264
2016-02-26,1120.15,1132.0,1116.0,1121.15,50.451750000000004,2117818
2016-02-29,1129.5,1130.4,1068.3,1084.05,48.78225,4083038
2016-03-01,1094.8,1130.3,1094.8,1125.45,50.64525,3193077
2016-03-02,1137.05,1163.5,1125.0,1156.0,52.019999999999996,3607449
2016-03-03,1168.0,1192.85,1154.0,1169.3,52.6185,2907152
2016-03-04,1175.6,1185.0,1159.1,1170.65,52.67925,2140840
2016-03-08,1163.0,1190.5,1147.4,1163.45,52.35525,3808873
2016-03-09,1145.0,1183.75,1142.95,1178.5,53.0325,3152891
2016-03-10,1162.9,1162.9,1139.35,1142.5,51.4125,12190508
